City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,Property Type,Region,Region Type,Seasonally Adjusted,State,State Code,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2019,2/29/2020,All Residential,"San Francisco, CA - Presidio Heights",Neighborhood,FALSE,California,CA,2197,Value,16,0.066666667,0.066666667,1.009170295,-1.40%,-3.60%,6,-60.00%,-14.30%,9,125.00%,80.00%,47.5,9.5,22.5,"1,213.08",0.045474981,0.094586065,"3,172,500",-0.142567568,0.671936759,"1,318.06",0.038221635,0.405929169,"$3,313K",14.40%,22.70%,,,,12,71.40%,20.00%,1,0,-1,-0.8,"41,884",1,-0.666666667,-0.8,90,,,,-1,1,0.333333333,-0.266666667,-0.380952381
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2019,2/29/2020,All Residential,"San Francisco, CA - Excelsior",Neighborhood,FALSE,California,CA,918,Value,25,0.136363636,0,1.082473536,-2.40%,-3.00%,12,0.00%,20.00%,9,0.00%,-30.80%,35,17,22.5,686.0869565,-0.010354968,0.066788398,"1,049,500",-0.00047619,0.135208221,772.9176674,0.027802944,0.146075127,$990K,0.00%,-13.00%,,,,16,23.10%,14.30%,1,0.6,0.1,-0.066666667,"41,884",5,1.5,0.666666667,90,,,,-1,1,0.583333333,-0.166666667,-0.116666667
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2019,2/29/2020,All Residential,"San Francisco, CA - Tenderloin",Neighborhood,FALSE,California,CA,2702,Value,12,-0.2,1,0.991654344,-0.40%,4.50%,10,0.00%,400.00%,5,25.00%,66.70%,84.5,21.5,-390,"1,017.31",0.575010302,-0.036429872,"629,000",-0.639438234,0.086355786,"1,157.22",-0.021471951,0.118630538,$620K,-8.90%,-69.90%,,,,4,100.00%,33.30%,1,,,,"41,884",,,,90,,,,-1,1,0.1,-0.1,0.1
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2011,2/29/2012,All Residential,"San Francisco, CA - Presidio Terrace",Neighborhood,FALSE,California,CA,116225,Value,6,-0.142857143,-0.333333333,0.909514147,0.00%,-8.80%,2,0.00%,-33.30%,5,400.00%,400.00%,30,0,-39,631.8480643,,-0.051279183,"1,957,500",,0.959459459,782.122905,0,0.584040586,"$2,225K",0.00%,162.10%,,,,4,,33.30%,1,,,,"41,884",,,,90,,,,-1,1,0,0,-0.333333333
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2011,2/29/2012,All Residential,"San Francisco, CA - Cayuga",Neighborhood,FALSE,California,CA,113044,Value,17,-0.19047619,-0.291666667,0.992749552,-1.50%,-0.50%,14,-6.70%,40.00%,7,0.00%,-58.80%,66,-10,4.5,414.0032948,-0.000142986,-0.017192178,"512,450",-0.054520295,0.008759843,385.1010101,0.028446227,-0.004377296,$552K,10.10%,-3.70%,,,,10,0.00%,-23.10%,1,0.333333333,0.083333333,,"41,884",3,-0.25,,90,,,,-1,1,0.357142857,-0.10952381,-0.042857143
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2012,4/30/2012,All Residential,"San Francisco, CA - Union Street",Neighborhood,FALSE,California,CA,112298,Value,21,0.166666667,-0.3,0.994803683,-0.60%,2.70%,9,12.50%,-30.80%,9,0.00%,-40.00%,22,-29.5,-27,817.4011334,0.025778999,0.091233987,"1,310,000",0.310655328,0.164962205,649.7513944,-0.028466963,-0.11706005,$910K,37.90%,-31.60%,,,,13,-13.30%,-18.80%,1,0.333333333,-0.416666667,0,"41,884",3,-0.25,0,90,,,,-1,1,0.333333333,-0.041666667,0.102564103
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2012,5/31/2012,All Residential,"San Francisco, CA - St. Marys Park",Neighborhood,FALSE,California,CA,109033,Value,14,0,-0.066666667,0.990443377,-0.90%,-2.20%,8,14.30%,-46.70%,6,-14.30%,20.00%,18,9,-18,460.8304927,-0.101423288,0.017366572,"894,000",0.278969957,0.119599249,484.4067992,0.06236856,0.192997761,$724K,3.60%,11.40%,,,,10,-9.10%,66.70%,1,0,0,-0.5,"41,884",3,2,0.5,90,,,,-1,1,0,-0.142857143,-0.333333333
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2012,5/31/2012,All Residential,"San Francisco, CA - Inner Sunset",Neighborhood,FALSE,California,CA,1355,Value,23,0.210526316,-0.115384615,1.024897402,3.10%,-1.30%,13,-7.10%,-23.50%,7,0.00%,-36.40%,14,-16,0,510.5131343,-0.037226758,0.022507704,"838,500",0.030731407,0.104743083,575.4475703,-0.028932225,0.068900036,$807K,0.20%,0.80%,,,,18,28.60%,0.00%,1,0.428571429,-0.071428571,-0.571428571,"41,884",7,2.5,0.166666667,90,,,,-1,1,0.538461538,0.038461538,-0.049773756
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2012,7/31/2012,All Residential,"San Francisco, CA - Cayuga",Neighborhood,FALSE,California,CA,113044,Value,24,0.142857143,-0.172413793,1.026821123,2.30%,3.70%,11,22.20%,-26.70%,6,-25.00%,-50.00%,15,-27,-44,405.3940249,-0.031290304,0.029195039,"549,000",0.083909181,0.005889676,430.7692308,0.037272006,0.089951902,$510K,0.00%,-4.00%,,,,17,41.70%,41.70%,1,0.8,0.514285714,0.8,"41,884",5,-0.285714286,4,90,,,,-1,1,0.636363636,0.080808081,0.236363636
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2012,7/31/2012,All Residential,"San Francisco, CA - Inner Richmond",Neighborhood,FALSE,California,CA,1354,Value,56,-0.188405797,-0.363636364,1.048106625,2.50%,3.70%,43,0.00%,59.30%,11,-31.30%,-72.50%,16,-4,-9,484.1063054,-0.000959865,-0.070580549,"932,000",0.005393743,0.036707453,532.2195704,0.023499174,-0.039603783,$988K,8.00%,0.00%,,,,38,-17.40%,-22.40%,1,0.2,-0.266666667,-0.066666667,"41,884",10,-0.333333333,-0.333333333,90,,,,-1,1,0.651162791,0.162790698,0.206718346
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2012,7/31/2012,All Residential,"San Francisco, CA - Rincon Hill",Neighborhood,FALSE,California,CA,554599,Value,78,-0.048780488,-0.22,0.997872061,0.30%,0.90%,52,2.00%,18.20%,25,4.20%,-35.90%,21,8,-8,836.7768595,-0.022742354,0.110302309,"825,000",-0.046242775,0.348039216,810.6435644,0.02324631,0.171941511,$745K,-9.80%,26.80%,,,,59,0.00%,28.30%,1,0.636363636,0.215311005,0.323863636,"41,884",11,-0.421052632,-0.3125,90,,,,-1,1,0.307692308,0.013574661,0.08041958
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2012,8/31/2012,All Residential,"San Francisco, CA - Peralta Heights",Neighborhood,FALSE,California,CA,114280,Value,8,-0.272727273,-0.578947368,1.048084387,-3.60%,6.10%,8,14.30%,14.30%,1,-66.70%,-75.00%,11.5,0.5,-29.5,618.2481061,-0.00478399,0.333443915,"935,000",0,0.068571429,703.7532355,0.277513031,0.457871969,$765K,-10.00%,-15.40%,,,,7,0.00%,-22.20%,1,0.5,,0,"41,884",4,,0,90,,,,-1,1,0.625,-0.232142857,0.053571429
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2012,8/31/2012,All Residential,"San Francisco, CA - Noe Valley",Neighborhood,FALSE,California,CA,1838,Value,118,-0.063492063,-0.078125,1.068046992,0.30%,5.50%,78,-1.30%,23.80%,23,-42.50%,-36.10%,14,-1,-7,651.9216824,-0.038641406,0.009810351,"1,149,000",0.045495905,0.210748156,736.7394868,0.008649524,0.177592825,"$1,255K",1.60%,23.60%,,,,91,-2.20%,11.00%,1,0.297297297,-0.164241164,-0.123755334,"41,884",37,0.423076923,0.947368421,90,,,,-1,1,0.730769231,0.059883155,0.27045177
San Francisco,4/5/2020 14:45,,"San Francisco, CA",7/1/2012,9/30/2012,All Residential,"San Francisco, CA - Oceanview",Neighborhood,FALSE,California,CA,1999,Value,29,0.035714286,-0.236842105,1.089919603,3.60%,10.20%,19,-17.40%,0.00%,5,-16.70%,-68.80%,34,-4,2,373.3997155,0.038053804,0.128405734,"474,900",0.079592987,0.104418605,443.4072345,0.067924466,0.285474185,$435K,0.00%,-2.20%,,,,17,-10.50%,-26.10%,1,0.333333333,0.033333333,,"41,884",6,-0.4,,90,,,,-1,1,0.736842105,0.041189931,0.421052632
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2012,10/31/2012,All Residential,"San Francisco, CA - Peralta Heights",Neighborhood,FALSE,California,CA,114280,Value,10,0.111111111,-0.333333333,1.031681501,0.60%,-7.10%,7,0.00%,16.70%,3,50.00%,-62.50%,14,1,-10,604.3209877,-0.014167561,0.087972266,"1,064,000",0.137967914,0.28969697,625.5283178,-0.115869121,0.223609985,$865K,-7.50%,0.00%,,,,8,14.30%,-27.30%,1,0,-1,-0.333333333,"41,884",1,-0.5,-0.666666667,90,,,,-1,1,0.571428571,0,0.071428571
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2012,10/31/2012,All Residential,"San Francisco, CA - Presidio Heights",Neighborhood,FALSE,California,CA,2197,Value,34,0.172413793,0.214285714,0.994253192,-3.30%,1.80%,11,83.30%,0.00%,16,-5.90%,14.30%,21,8,-62,812.25,-0.029373574,-0.11398381,"1,495,000",-0.382868937,-0.523125997,875.4208754,0.117504771,0.141234626,"$3,100K",44.70%,104.60%,,,,25,38.90%,31.60%,1,0.25,-0.5,-0.25,"41,884",8,1,1,90,,,,-1,1,0.363636364,0.03030303,0.272727273
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2012,10/31/2012,All Residential,"San Francisco, CA - Eureka Valley",Neighborhood,FALSE,California,CA,114824,Value,60,-0.032258065,0.395348837,1.059735225,0.30%,5.70%,36,44.00%,89.50%,11,-47.60%,-38.90%,14,-1.5,-9,676.7373282,-0.001973569,0.011625949,"1,090,000",-0.00456621,-0.00456621,723.1404959,0.014431105,0.098332633,"$1,229K",3.40%,65.00%,,,,48,-5.90%,92.00%,1,0.333333333,-0.358974359,-0.095238095,"41,884",18,0.384615385,1.571428571,90,,,,-1,1,0.694444444,0.054444444,0.220760234
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2012,10/31/2012,All Residential,"San Francisco, CA - Southeast San Francisco",Neighborhood,FALSE,California,CA,92518,Value,484,-0.03968254,-0.284023669,1.058589751,0.30%,5.80%,306,-7.00%,12.50%,172,12.40%,-45.40%,16.5,0.5,-11.5,460.5103281,0.052447199,0.274232891,"599,000",0,0.198239648,428.5714286,0.008403361,0.111648352,$580K,-1.70%,13.70%,,,,347,1.20%,-14.50%,1,0.438202247,-0.072667318,-0.045314236,"41,884",89,-0.032608696,-0.021978022,90,,,,-1,1,0.609120521,0.040731463,0.237796992
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2012,12/31/2012,All Residential,"San Francisco, CA - Lake Street",Neighborhood,FALSE,California,CA,1448,Value,13,-0.071428571,-0.133333333,1.057205962,-1.60%,7.80%,4,-33.30%,-33.30%,2,-50.00%,-60.00%,12,-1.5,-82,513.1004367,-0.066671942,0.588242325,"1,175,000",0.073549566,0.27027027,744.9842105,0.242780577,0.118159788,$968K,-7.30%,-38.00%,,,,9,-25.00%,125.00%,1,0.666666667,0.166666667,0.666666667,"41,884",3,-0.25,0.5,90,,,,-1,1,1,0.333333333,0.666666667
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2012,12/31/2012,All Residential,"San Francisco, CA - Southwest San Francisco",Neighborhood,FALSE,California,CA,116213,Value,752,-0.150282486,-0.121495327,1.05788341,-0.80%,5.80%,610,8.50%,20.30%,141,-35.00%,-41.50%,16,1,-10,517.882149,-0.030779218,0.153779738,"789,000",-0.012515645,0.168888889,549.4017632,0.019478138,0.158852888,$820K,-1.10%,18.00%,,,,408,-37.00%,14.90%,1,0.43877551,0.022590539,0.195532267,"41,884",98,-0.433526012,-0.117117117,90,,,,-1,1,0.671031097,-0.035896079,0.251739758
San Francisco,4/5/2020 14:45,,"San Francisco, CA",11/1/2012,1/31/2013,All Residential,"San Francisco, CA - Lower Pacific Heights",Neighborhood,FALSE,California,CA,1574,Value,32,-0.179487179,-0.085714286,1.068708141,1.10%,9.00%,25,-16.70%,78.60%,7,75.00%,-56.30%,13,-0.5,-21.5,668.8372093,0.008738086,0.204400538,"1,095,000",0.100502513,0.629464286,692.6188069,0.052780586,0.165295805,"$1,215K",-5.30%,19.40%,,,,18,-10.00%,12.50%,1,0.833333333,-0.166666667,0.333333333,"41,884",6,5,2,90,,,,-1,1,0.64,0.04,0.568571429
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2012,2/28/2013,All Residential,"San Francisco, CA - Ashbury Heights",Neighborhood,FALSE,California,CA,10316,Value,7,0,-0.363636364,0.980841488,-3.10%,-2.00%,3,-25.00%,-70.00%,,,,74,31,39,629.4452347,-0.074378377,-0.255708617,"1,495,000",0.158914729,0.161616162,722.7550131,0,0.099428922,$829K,-30.30%,-46.00%,,,,4,0.00%,-33.30%,1,1,0,0.333333333,"41,884",1,-0.666666667,-0.666666667,90,,,,-1,1,0.333333333,-0.166666667,0.033333333
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2013,3/31/2013,All Residential,"San Francisco, CA - Lower Haight",Neighborhood,FALSE,California,CA,1570,Value,12,-0.076923077,-0.333333333,1.054381526,-0.10%,-4.10%,10,11.10%,150.00%,2,100.00%,-75.00%,16,4,-8.5,638.3458647,0.157112594,0.110821821,"819,000",0.192139738,0.077631579,747.5728155,0.107005825,0.293290827,$749K,-37.60%,0.70%,,,,7,16.70%,-53.30%,1,1,0.5,0.5,"41,884",1,-0.75,-0.833333333,90,,,,-1,1,0.6,-0.288888889,0.1
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2013,3/31/2013,All Residential,"San Francisco, CA - Dolores Heights",Neighborhood,FALSE,California,CA,109390,Value,33,0.1,0.03125,1.091071598,1.00%,6.20%,23,35.30%,15.00%,3,-66.70%,-75.00%,14.5,-0.5,-0.5,725.7184431,0,0.000374962,"1,199,000",-0.248275862,-0.108550186,758.2359561,-0.011998565,0.096914683,"$1,460K",16.80%,11.30%,,,,27,22.70%,-10.00%,1,0.461538462,-0.252747253,0.318681319,"41,884",13,0.857142857,0.857142857,90,,,,-1,1,0.739130435,0.033248082,0.289130435
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2013,3/31/2013,All Residential,"San Francisco, CA - South of Market",Neighborhood,FALSE,California,CA,6595,Value,260,0.087866109,-0.179810726,1.024733996,1.60%,3.10%,155,3.30%,27.00%,69,1.50%,-41.50%,15,-6,-7,807.4433657,-0.00750282,0.143589316,"839,000",-0.011778563,0.200286123,817.3429363,0.005812602,0.256822517,$849K,1.10%,47.00%,,,,219,44.10%,-2.70%,1,0.670731707,0.043280727,0.110125647,"41,884",82,0.607843137,0.242424242,90,,,,-1,1,0.464516129,0.084516129,0.112057113
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2013,4/30/2013,All Residential,"San Francisco, CA - Outer Mission",Neighborhood,FALSE,California,CA,403,Value,8,-0.2,-0.529411765,1.044908403,1.40%,1.70%,5,-50.00%,-64.30%,5,66.70%,-28.60%,28,0,10.5,451.8540541,0,0.596702697,"679,000",0,0.331664993,497.6432082,0.17912913,0.406156578,$600K,17.30%,16.70%,,,,5,0.00%,-44.40%,1,,,,"41,884",,,,90,,,,-1,1,0.8,0.1,0.228571429
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2013,4/30/2013,All Residential,"San Francisco, CA - Silver Terrace",Neighborhood,FALSE,California,CA,2469,Value,25,0.041666667,-0.038461538,1.090517669,-2.50%,9.40%,24,14.30%,71.40%,9,80.00%,12.50%,20.5,-0.5,-27,438.7024825,0.076615441,0.679225675,"532,500",0.014285714,0.521428571,332.032967,0,0.224449924,$536K,-3.00%,28.00%,,,,20,17.60%,17.60%,1,0,-0.5,0,"41,884",4,0,0,90,,,,-1,1,0.583333333,-0.035714286,0.154761905
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2013,4/30/2013,All Residential,"San Francisco, CA - Northeast San Francisco",Neighborhood,FALSE,California,CA,119055,Value,229,0.180412371,-0.204861111,1.041952985,2.80%,4.20%,123,36.70%,-20.10%,69,-9.20%,-36.70%,13,-1,-11,837.3840035,0.002451066,0.168722998,"899,000",0,0.200267023,850.6024096,0.107085586,0.271339406,"$1,000K",18.70%,52.80%,,,,193,20.60%,2.10%,1,0.476923077,-0.326998492,-0.1400982,"41,884",65,0.274509804,0.382978723,90,,,,-1,1,0.593495935,0.126829268,0.26882061
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2013,5/31/2013,All Residential,"San Francisco, CA - Presidio Terrace",Neighborhood,FALSE,California,CA,116225,Value,9,-0.25,-0.307692308,1.0903064,1.90%,9.30%,11,10.00%,120.00%,2,0.00%,-50.00%,12,0,-14.5,781.6326531,0.113066994,0.185302494,"1,349,000",0.041698842,0.103521616,771.5899919,0,0.221163814,$995K,2.00%,-24.60%,,,,8,-27.30%,0.00%,1,0.5,-0.166666667,-0.1,"41,884",2,-0.333333333,-0.6,90,,,,-1,1,0.909090909,0.209090909,0.909090909
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2013,5/31/2013,All Residential,"San Francisco, CA - Lone Mountain",Neighborhood,FALSE,California,CA,1559,Value,14,-0.125,-0.176470588,1.087118292,-1.90%,6.10%,14,27.30%,0.00%,,,,13,0,-0.5,592.5612271,-0.009134574,0.149947587,"889,000",-0.226956522,-0.064210526,655.226209,-0.020832564,0.283598885,"$1,270K",0.80%,24.00%,,,,9,-40.00%,-18.20%,1,0,0,-0.5,"41,884",3,0.5,-0.25,90,,,,-1,1,0.857142857,-0.142857143,0.285714286
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2013,5/31/2013,All Residential,"San Francisco, CA - Lower Haight",Neighborhood,FALSE,California,CA,1570,Value,13,-0.071428571,-0.5,1.12782691,4.30%,9.80%,14,40.00%,7.70%,3,50.00%,-50.00%,14.5,-1.5,0.5,638.3458647,-0.068584566,0.108167107,"834,000",0.285053929,0.002403846,757.9617834,-0.009081068,0.689367074,$943K,10.60%,7.70%,,,,12,9.10%,-33.30%,1,0.5,-0.3,-0.1,"41,884",4,-0.2,-0.2,90,,,,-1,1,0.785714286,0.085714286,0.17032967
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2013,5/31/2013,All Residential,"San Francisco, CA - Golden Gate Heights",Neighborhood,FALSE,California,CA,1113,Value,41,0.108108108,0,1.114378711,-0.10%,9.40%,30,11.10%,-3.20%,13,62.50%,-7.10%,14,0,-7,515.029738,0.000352051,0.131436156,"949,500",0.093894009,-0.000525264,534.0778237,-0.053178689,0.118310164,"$1,061K",2.50%,23.40%,,,,36,16.10%,9.10%,1,0.5,-0.125,0,"41,884",6,-0.25,0,90,,,,-1,1,0.766666667,-0.048148148,0.315053763
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2013,5/31/2013,All Residential,"San Francisco, CA - Pacific Heights",Neighborhood,FALSE,California,CA,2074,Value,111,0.099009901,-0.212765957,1.03664711,0.50%,1.80%,81,19.10%,5.20%,37,19.40%,-2.60%,14,-1,-3,833.3333333,0.01420765,0.022824717,"1,550,000",0.016393443,0.481481481,871.1409396,0.048865345,0.04874691,"$1,605K",17.20%,51.40%,,,,87,4.80%,-19.40%,1,0.666666667,0.03030303,0.166666667,"41,884",24,0.090909091,-0.368421053,90,,,,-1,1,0.585365854,0.020148462,0.143807412
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2013,6/30/2013,All Residential,"San Francisco, CA - Clarendon Heights",Neighborhood,FALSE,California,CA,526,Value,12,-0.2,-0.2,1.045002607,0.50%,5.20%,12,9.10%,71.40%,5,25.00%,-16.70%,13.5,-39,-22.5,731.333438,0.015550647,0.303548304,"724,000",-0.135005974,-0.216873986,654.1596157,0,0.100725425,$778K,-34.40%,9.50%,,,,8,0.00%,-20.00%,1,0.5,0,-0.25,"41,884",4,1,0,90,,,,-1,1,0.666666667,0.03030303,-0.047619048
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2013,6/30/2013,All Residential,"San Francisco, CA - Western Addition",Neighborhood,FALSE,California,CA,2989,Value,29,-0.064516129,-0.546875,1.073916721,-0.60%,7.40%,19,-13.60%,-34.50%,4,-42.90%,-66.70%,13,0,-23,664.5569125,-0.000701106,1.029919296,"639,000",-0.08583691,0.965854431,762.2868606,0.150936398,0.524573721,$805K,-2.20%,24.00%,,,,23,0.00%,-55.80%,1,0.444444444,-0.430555556,-0.222222222,"41,884",9,0.125,-0.4,90,,,,-1,1,0.842105263,0.114832536,0.497277677
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2013,7/31/2013,All Residential,"San Francisco, CA - Telegraph Hill",Neighborhood,FALSE,California,CA,2700,Value,21,-0.086956522,0.3125,1.031794109,1.80%,1.50%,12,9.10%,33.30%,6,20.00%,0.00%,12,0,-1.5,786.0892388,-0.087052222,0.129734808,"745,000",-0.200643777,-0.155328798,887.4074074,-0.004392734,0.301530864,"$1,030K",4.60%,34.60%,,,,13,-18.80%,30.00%,1,0.25,-0.15,-0.25,"41,884",4,-0.2,1,90,,,,-1,1,0.5,0.136363636,0.055555556
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2013,8/31/2013,All Residential,"San Francisco, CA - Clarendon Heights",Neighborhood,FALSE,California,CA,526,Value,13,0,-0.277777778,1.05026102,3.00%,6.50%,10,42.90%,11.10%,2,0.00%,-66.70%,40,0,19,691.7735043,-0.020441537,0.233988977,"1,199,000",0.656077348,0.333704116,844.7847725,-0.008541411,0.564688318,$594K,-0.90%,-34.30%,,,,9,12.50%,-30.80%,1,0.5,0,0,"41,884",2,0,0,90,,,,-1,1,0.7,0.128571429,0.366666667
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2013,8/31/2013,All Residential,"San Francisco, CA - University Mound",Neighborhood,FALSE,California,CA,111230,Value,15,-0.25,0.153846154,1.067512766,-1.60%,-2.40%,16,23.10%,45.50%,5,0.00%,25.00%,16,0,1,488.8037723,-0.008827719,0.450400403,"699,000",0.077041602,0.22653097,513.6874018,0.011711995,0.296850162,$670K,-1.50%,13.40%,,,,9,-43.80%,0.00%,1,0,-1,0,"41,884",2,-0.333333333,1,90,,,,-1,1,0.75,-0.019230769,-0.068181818
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2013,8/31/2013,All Residential,"San Francisco, CA - Silver Terrace",Neighborhood,FALSE,California,CA,2469,Value,21,-0.086956522,-0.16,1.109381014,-2.40%,5.10%,15,-11.80%,15.40%,6,0.00%,-33.30%,19,2.5,-27,450.462356,0.201022207,0.408088445,"550,000",-0.043478261,0.195652174,444.9472097,0.102100012,0.349328282,$512K,-9.40%,6.40%,,,,11,-26.70%,-21.40%,1,0.666666667,0.166666667,0.666666667,"41,884",3,-0.25,0.5,90,,,,-1,1,0.866666667,-0.015686275,0.251282051
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2013,8/31/2013,All Residential,"San Francisco, CA - Polk Gulch",Neighborhood,FALSE,California,CA,111228,Value,26,0.238095238,0.238095238,1.045616122,0.50%,3.10%,11,10.00%,-47.60%,7,-12.50%,133.30%,15,-2,-2.5,"1,030.75",0.060604831,0.405566359,"799,000",0.005031447,0.04855643,837.230316,-0.062302046,0.094049431,$753K,-10.10%,-4.10%,,,,18,5.90%,28.60%,1,0.333333333,0.333333333,-0.333333333,"41,884",6,-0.142857143,1,90,,,,-1,1,0.727272727,0.127272727,0.298701299
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2013,8/31/2013,All Residential,"San Francisco, CA - Central South of Market",Neighborhood,FALSE,California,CA,555945,Value,32,-0.111111111,0.032258065,1.037467736,-1.10%,3.40%,24,4.30%,50.00%,6,-33.30%,-40.00%,18,0,3,818.0163785,0.055242898,0.18049388,"642,000",-0.03021148,-0.116311081,787.1366279,-0.007423021,0.235546285,$689K,-1.60%,14.80%,,,,26,0.00%,30.00%,1,0.625,0.208333333,0.125,"41,884",8,-0.333333333,0.333333333,90,,,,-1,1,0.708333333,-0.074275362,0.270833333
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2013,8/31/2013,All Residential,"San Francisco, CA - Pacific Heights",Neighborhood,FALSE,California,CA,2074,Value,94,-0.096153846,-0.069306931,1.055789405,1.50%,4.80%,66,-13.20%,-9.60%,25,-10.70%,-32.40%,15,0,-6,829.0518232,0.003312139,0.080936393,"1,300,000",-0.050401753,0.020408163,887.0967742,0,0.146539551,"$1,350K",-13.00%,37.80%,,,,61,-20.80%,-7.60%,1,0.615384615,0.024475524,0.258241758,"41,884",13,-0.409090909,-0.071428571,90,,,,-1,1,0.651515152,0.046251994,0.172063097
San Francisco,4/5/2020 14:45,,"San Francisco, CA",7/1/2013,9/30/2013,All Residential,"San Francisco, CA - Visitacion Valley",Neighborhood,FALSE,California,CA,2897,Value,26,0,0.083333333,1.094447909,-1.10%,2.00%,16,-5.90%,0.00%,5,-37.50%,25.00%,15,2,-2.5,362.4338624,0.009921003,0.260234316,"628,000",0.031198686,0.427597181,407.5820579,0.116880762,0.461490627,$655K,2.70%,27.30%,,,,19,-13.60%,11.80%,1,0.4,0.066666667,0,"41,884",5,-0.166666667,0,90,,,,-1,1,0.75,-0.014705882,0.1875
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2013,10/31/2013,All Residential,"San Francisco, CA - Silver Terrace",Neighborhood,FALSE,California,CA,2469,Value,22,0,0.047619048,1.017739414,-2.80%,-2.10%,9,-40.00%,-50.00%,8,-20.00%,-20.00%,37,14,8,413.0434783,-0.082304683,0.013603628,"549,000",0.008264463,0.122699387,477.3698264,0.062627775,0.437500105,$572K,11.70%,38.10%,,,,17,41.70%,13.30%,1,0.285714286,0.285714286,-0.047619048,"41,884",7,2.5,1.333333333,90,,,,-1,1,0.666666667,-0.133333333,0.111111111
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2013,10/31/2013,All Residential,"San Francisco, CA - Lower Nob Hill",Neighborhood,FALSE,California,CA,1572,Value,30,0.153846154,1,1.031827082,0.80%,2.20%,9,-40.00%,-35.70%,12,33.30%,200.00%,12,0,-32,807.9287067,-0.057994426,0.202579412,"619,000",0.011437908,0.157009346,866.1280852,-0.009672416,0.27895549,$556K,0.20%,28.60%,,,,26,30.00%,136.40%,1,0.625,-0.175,0.625,"41,884",8,0.6,3,90,,,,-1,1,0.777777778,-0.022222222,0.492063492
